ElevatingDevicesNumber,LocationoftheElevatingDevice,ElevatingDevicesLicenseNumber,LICENSESTATUS,LICENSEEXPIRYDATE,LICENSEHOLDER,LICENSEHOLDERACCOUNTNUMBER,LICENSEHOLDERADDRESS,BILLINGCUSTOMER,BILLINGADDRESS,BILLINGACCOUNT
35707,220 BLOOR ST E  TORONTO M4W 1E5 ON CA,EDLIC-035707,ACTIVE,15-Jul-17,MANULIFE FINANCIAL FACILITIES ACCOUNTING,data redacted,250 BLOOR ST E 8TH FLOOR DEPT B TORONTO ON M4W 1E5 CA,MANULIFE FINANCIAL FACILITIES ACCOUNTING,"250 BLOOR ST E 8TH FLOOR DEPT B TORONTO, ON, M4W 1E5, CA",data redacted
35708,220 BLOOR ST E  TORONTO M4W 1E5 ON CA,EDLIC-035708,ACTIVE,15-Jul-17,MANULIFE FINANCIAL FACILITIES ACCOUNTING,data redacted,250 BLOOR ST E 8TH FLOOR DEPT B TORONTO ON M4W 1E5 CA,MANULIFE FINANCIAL FACILITIES ACCOUNTING,"250 BLOOR ST E 8TH FLOOR DEPT B TORONTO, ON, M4W 1E5, CA",data redacted
35709,220 BLOOR ST E  TORONTO M4W 1E5 ON CA,EDLIC-035709,ACTIVE,15-Jul-17,MANULIFE FINANCIAL FACILITIES ACCOUNTING,data redacted,250 BLOOR ST E 8TH FLOOR DEPT B TORONTO ON M4W 1E5 CA,MANULIFE FINANCIAL FACILITIES ACCOUNTING,"250 BLOOR ST E 8TH FLOOR DEPT B TORONTO, ON, M4W 1E5, CA",data redacted
3571,3276 ST CLAIR AVE E  SCARBOROUGH M1L 1W1 ON CA,EDLIC-003571,ACTIVE,15-Mar-17,PROVIDENCE HEALTHCARE CENTRE,data redacted,3276 ST CLAIR AVE E  SCARBOROUGH ON M1L 1W1 CA,PROVIDENCE HEALTHCARE CENTRE,"3276 ST CLAIR AVE E  SCARBOROUGH, ON, M1L 1W1, CA",data redacted
35710,220 BLOOR ST E  TORONTO M4W 1E5 ON CA,EDLIC-035710,ACTIVE,15-Jul-17,MANULIFE FINANCIAL FACILITIES ACCOUNTING,data redacted,250 BLOOR ST E 8TH FLOOR DEPT B TORONTO ON M4W 1E5 CA,MANULIFE FINANCIAL FACILITIES ACCOUNTING,"250 BLOOR ST E 8TH FLOOR DEPT B TORONTO, ON, M4W 1E5, CA",data redacted
35711,220 BLOOR ST E  TORONTO M4W 1E5 ON CA,EDLIC-035711,ACTIVE,15-Jul-17,MANULIFE FINANCIAL FACILITIES ACCOUNTING,data redacted,250 BLOOR ST E 8TH FLOOR DEPT B TORONTO ON M4W 1E5 CA,MANULIFE FINANCIAL FACILITIES ACCOUNTING,"250 BLOOR ST E 8TH FLOOR DEPT B TORONTO, ON, M4W 1E5, CA",data redacted
35712,220 BLOOR ST E  TORONTO M4W 1E5 ON CA,EDLIC-035712,ACTIVE,15-Jun-17,MANULIFE FINANCIAL FACILITIES ACCOUNTING,data redacted,250 BLOOR ST E 8TH FLOOR DEPT B TORONTO ON M4W 1E5 CA,MANULIFE FINANCIAL FACILITIES ACCOUNTING,"250 BLOOR ST E 8TH FLOOR DEPT B TORONTO, ON, M4W 1E5, CA",data redacted
35713,220 BLOOR ST E  TORONTO M4W 1E5 ON CA,EDLIC-035713,ACTIVE,15-Jul-17,MANULIFE FINANCIAL FACILITIES ACCOUNTING,data redacted,250 BLOOR ST E 8TH FLOOR DEPT B TORONTO ON M4W 1E5 CA,MANULIFE FINANCIAL FACILITIES ACCOUNTING,"250 BLOOR ST E 8TH FLOOR DEPT B TORONTO, ON, M4W 1E5, CA",data redacted
35714,5 CANAL ROAD  SAULT STE MARIE P6A 1P0 ON CA,EDLIC-035714,ACTIVE,15-Jan-17,GREAT LAKES POWER LIMITED SAULT HYDRO OPERATIONS,data redacted,243 INDUSTRIAL PARK CRES  SAULT STE MARIE ON P6B 5P3 CA,GREAT LAKES POWER LIMITED SAULT HYDRO OPERATIONS,"243 INDUSTRIAL PARK CRES  SAULT STE MARIE, ON, P6B 5P3, CA",data redacted
35715,155B HAGAR ST  WELLAND L3B 5Y2 ON CA,209072,ACTIVE,11-Apr-17,BUTERA PROPERTY HOLDINGS INC,data redacted,155A HAGAR ST  WELLAND ON L3B 5Y2 CA,BUTERA PROPERTY HOLDINGS INC,"9582 BEAVERDAMS RD  NIAGARA FALLS, ON, L2E 6S4, CA",data redacted
35716,38 JOHN ST S  AYLMER N5H 2C2 ON CA,208732,ACTIVE,15-Jun-17,TOWN OF AYLMER,data redacted,38 JOHN ST S  AYLMER ON N5H 2C2 CA,TOWN OF AYLMER,"46 TALBOT ST W  AYLMER, ON, N5H 1J7, CA",data redacted
35717,1653 OUELLETTE AVE  WINDSOR N8X 4W8 ON CA,EDLIC-035717,ACTIVE,15-Oct-17,IL PERETZ APARTMENT,data redacted,1641 OUELLETTE AVE  WINDSOR ON N8X 1K9 CA,IL PERETZ APARTMENT,"1641 OUELLETTE AVE  WINDSOR, ON, N8X 1K9, CA",data redacted
35718,1653 OUELLETTE AVE  WINDSOR N8X 4W8 ON CA,EDLIC-035718,ACTIVE,15-Oct-17,IL PERETZ APARTMENT,data redacted,1641 OUELLETTE AVE  WINDSOR ON N8X 1K9 CA,IL PERETZ APARTMENT,"1641 OUELLETTE AVE  WINDSOR, ON, N8X 1K9, CA",data redacted
35719,1780 EGLINTON AVE E  NORTH YORK M4A 2T2 ON CA,EDLIC-035719,ACTIVE,15-Nov-17,GOLDEN GATE APARTMENTS,data redacted,1780 EGLINTON AVE E  NORTH YORK ON M4A 2T2 CA,GOLDEN GATE APARTMENTS,"200 BAY ST SUITE 900  TORONTO, ON, M5J 2J2, CA",data redacted
3572,151 COURT ST N  THUNDER BAY P7A 4V3 ON CA,EDLIC-003572,ACTIVE,15-Oct-17,KILAMCO INVESTMENTS,data redacted,151 COURT ST N  THUNDER BAY ON P7A 4V3 CA,KILAMCO INVESTMENTS,"151 COURT ST N  THUNDER BAY, ON, P7A 4V3, CA",data redacted
35720,1780 EGLINTON AVE E  NORTH YORK M4A 2T2 ON CA,EDLIC-035720,ACTIVE,15-Nov-17,GOLDEN GATE APARTMENTS,data redacted,1780 EGLINTON AVE E  NORTH YORK ON M4A 2T2 CA,GOLDEN GATE APARTMENTS,"200 BAY ST SUITE 900  TORONTO, ON, M5J 2J2, CA",data redacted
35721,400 EAST AVE  KITCHENER N2H 1Z6 ON CA,EDLIC-035721,ACTIVE,15-Oct-17,KITCHENER MEMORIAL AUDITORIUM,data redacted,400 EAST AVE  KITCHENER ON N2H 1Z6 CA,KITCHENER MEMORIAL AUDITORIUM,"400 EAST AVE  KITCHENER, ON, N2H 1Z6, CA",data redacted
35722,3 RECOVERY BOILER  ESPANOLA P5E 1R6 ON CA,EDLIC-035722,ACTIVE,15-Aug-17,DOMTAR INC,data redacted,1 STATION RD  ESPANOLA ON P5E 1R6 CA,DOMTAR INC,"1 STATION RD  ESPANOLA, ON, P5E 1R6, CA",data redacted
35723,55 CAROLINE ST N  WATERLOO N2L 6B9 ON CA,EDLIC-035723,ACTIVE,15-Mar-17,PARK/CAROLINE ST C/O PARK PROPERTY MANAGEMENT INC,data redacted,16 ESNA PARK DR SUITE 200 MARKHAM ON L3R 5X1 CA,PARK/CAROLINE ST C/O PARK PROPERTY MANAGEMENT INC,"16 ESNA PARK DR SUITE 200 MARKHAM, ON, L3R 5X1, CA",data redacted
35724,NAVAN MEMORIAL CENTRE  NAVAN K4B 1N1 ON CA,EDLIC-035724,ACTIVE,15-Oct-17,MUNICIPALITY OF CUMBERLAND PARKS AND RECREATION DEPARTMENT,data redacted,1295 COLONIAL RD  NAVAN ON K4B 1N1 CA,MUNICIPALITY OF CUMBERLAND PARKS AND RECREATION DEPARTMENT,"1295 COLONIAL RD  NAVAN, ON, K4B 1N1, CA",data redacted
35726,ATIKOKAN G S POWERHOUSE  ATIKOKAN P0T 1C0 ON CA,257637,ACTIVE,15-Jul-17,ONTARIO POWER GENERATION ATTN: STATION MANAGER V#199031,data redacted,ATIKOKAN GENERATING STATION PO BOX 1900 ATIKOKAN ON P0T 1C0 CA,ONTARIO POWER GENERATION ATTN: STATION MANAGER V#199031,"ATIKOKAN GENERATING STATION PO BOX 1900 ATIKOKAN, ON, P0T 1C0, CA",data redacted
35727,ATIKOKAN G S POWERHOUSE  ATIKOKAN P0T 1C0 ON CA,EDLIC-035727,ACTIVE,15-Jul-17,ONTARIO POWER GENERATION ATTN: STATION MANAGER V#199031,data redacted,ATIKOKAN GENERATING STATION PO BOX 1900 ATIKOKAN ON P0T 1C0 CA,ONTARIO POWER GENERATION ATTN: STATION MANAGER V#199031,"ATIKOKAN GENERATING STATION PO BOX 1900 ATIKOKAN, ON, P0T 1C0, CA",data redacted
35728,131 BEECROFT RD  WILLOWDALE M2N 6G9 ON CA,EDLIC-035728,ACTIVE,15-Jul-17,METRO TORONTO CONDO CORP #595 C/O Y L HENDLER LTD,data redacted,131 BEECROFT ROAD  WILLOWDALE ON M2N 6G9 CA,METRO TORONTO CONDO CORP #595 C/O Y L HENDLER LTD,"131 BEECROFT ROAD  WILLOWDALE, ON, M2N 6G9, CA",data redacted
35729,131 BEECROFT RD  WILLOWDALE M2N 6G9 ON CA,EDLIC-035729,ACTIVE,15-Jul-17,METRO TORONTO CONDO CORP #595 C/O Y L HENDLER LTD,data redacted,131 BEECROFT ROAD  WILLOWDALE ON M2N 6G9 CA,METRO TORONTO CONDO CORP #595 C/O Y L HENDLER LTD,"131 BEECROFT ROAD  WILLOWDALE, ON, M2N 6G9, CA",data redacted
35730,131 BEECROFT RD  WILLOWDALE M2N 6G9 ON CA,EDLIC-035730,ACTIVE,15-Jul-17,METRO TORONTO CONDO CORP #595 C/O Y L HENDLER LTD,data redacted,131 BEECROFT ROAD  WILLOWDALE ON M2N 6G9 CA,METRO TORONTO CONDO CORP #595 C/O Y L HENDLER LTD,"131 BEECROFT ROAD  WILLOWDALE, ON, M2N 6G9, CA",data redacted
35731,131 BEECROFT RD  WILLOWDALE M2N 6G9 ON CA,EDLIC-035731,ACTIVE,15-Jul-17,METRO TORONTO CONDO CORP #595 C/O Y L HENDLER LTD,data redacted,131 BEECROFT ROAD  WILLOWDALE ON M2N 6G9 CA,METRO TORONTO CONDO CORP #595 C/O Y L HENDLER LTD,"131 BEECROFT ROAD  WILLOWDALE, ON, M2N 6G9, CA",data redacted
35732,757 VICTORIA PARK AVE  SCARBOROUGH M4C 5N8 ON CA,EDLIC-035732,ACTIVE,15-Mar-17,METRO TORONTO CONDO CORP #606,data redacted,757 VICTORIA PARK AVE  TORONTO ON M4C 5N8 CA,METRO TORONTO CONDO CORP #606,"757 VICTORIA PARK AVE  TORONTO, ON, M4C 5N8, CA",data redacted
35733,757 VICTORIA PARK AVE  SCARBOROUGH M4C 5N8 ON CA,EDLIC-035733,ACTIVE,15-Mar-17,METRO TORONTO CONDO CORP #606,data redacted,757 VICTORIA PARK AVE  TORONTO ON M4C 5N8 CA,METRO TORONTO CONDO CORP #606,"757 VICTORIA PARK AVE  TORONTO, ON, M4C 5N8, CA",data redacted
35734,757 VICTORIA PARK AVE  SCARBOROUGH M4C 5N8 ON CA,EDLIC-035734,ACTIVE,15-Mar-17,METRO TORONTO CONDO CORP #606,data redacted,757 VICTORIA PARK AVE  TORONTO ON M4C 5N8 CA,METRO TORONTO CONDO CORP #606,"757 VICTORIA PARK AVE  TORONTO, ON, M4C 5N8, CA",data redacted
35735,2035 KENNEDY RD  SCARBOROUGH M1T 3G2 ON CA,241609,ACTIVE,13-Feb-17,TARN FINANCIAL CORPORATION,data redacted,2035 KENNEDY RD  SCARBOROUGH ON M1T 3G2 CA,TARN FINANCIAL CORPORATION,"2035 KENNEDY RD  SCARBOROUGH, ON, M1T 3G2, CA",data redacted
35736,2035 KENNEDY RD  SCARBOROUGH M1T 3G2 ON CA,241611,ACTIVE,13-Feb-17,TARN FINANCIAL CORPORATION,data redacted,2035 KENNEDY RD  SCARBOROUGH ON M1T 3G2 CA,TARN FINANCIAL CORPORATION,"2035 KENNEDY RD  SCARBOROUGH, ON, M1T 3G2, CA",data redacted
35737,2035 KENNEDY RD  SCARBOROUGH M1T 3G2 ON CA,241606,ACTIVE,13-Feb-17,TARN FINANCIAL CORPORATION,data redacted,2035 KENNEDY RD  SCARBOROUGH ON M1T 3G2 CA,TARN FINANCIAL CORPORATION,"2035 KENNEDY RD  SCARBOROUGH, ON, M1T 3G2, CA",data redacted
35738,2035 KENNEDY RD  SCARBOROUGH M1T 3G2 ON CA,241604,ACTIVE,13-Feb-17,TARN FINANCIAL CORPORATION,data redacted,2035 KENNEDY RD  SCARBOROUGH ON M1T 3G2 CA,TARN FINANCIAL CORPORATION,"2035 KENNEDY RD  SCARBOROUGH, ON, M1T 3G2, CA",data redacted
35739,89 MAIN ST  CAMBRIDGE N1R 1W1 ON CA,261841,ACTIVE,28-Feb-17,A L K LIMITED PARTNERSHIP,data redacted,8 ERB ST W  WATERLOO ON N2L 1S7 CA,A L K LIMITED PARTNERSHIP,"8 ERB ST W  WATERLOO, ON, N2L 1S7, CA",data redacted
35740,DUKE ST  DRYDEN P8N 2Z7 ON CA,EDLIC-035740,ACTIVE,15-Apr-17,DOMTAR PULP & PAPER PRODUCTS INC,data redacted,1 DUKE ST  DRYDEN ON P8N 3J7 CA,DOMTAR PULP & PAPER PRODUCTS INC,"PO BOX 3001  DRYDEN, ON, P8N 2Z7, CA",data redacted
35741,199 AVENUE RD  TORONTO M5R 2J3 ON CA,EDLIC-035741,ACTIVE,24-Jul-17,1718526 ONTARIO INC.,data redacted,199 AVENUE RD  TORONTO ON M5R 2J3 CA,1718526 ONTARIO INC.,"280 VALLEY RD RR 3 BOX 115A SASKATOON, SK, S7K 3J6, CA",data redacted
35742,1805 GASPE AV  OTTAWA K1K 0A4 ON CA,EDLIC-035742,ACTIVE,15-Oct-17,TERRY FOX CANADIAN YOUTH CENTRE,data redacted,1805 GASPE AV  OTTAWA ON K1K 0A4 CA,TERRY FOX CANADIAN YOUTH CENTRE,"1805 GASPE AV  OTTAWA, ON, K1K 0A4, CA",data redacted
35744,256 SHELDON AVE  ETOBICOKE M8W 4X8 ON CA,EDLIC-035744,ACTIVE,15-Jun-17,CHURCH OF THE ATONEMENT,data redacted,256 SHELDON AVE  TORONTO ON M8W 4X8 CA,CHURCH OF THE ATONEMENT,"256 SHELDON AVE  TORONTO, ON, M8W 4X8, CA",data redacted
35745,256 SHELDON AVE  ETOBICOKE M8W 4X8 ON CA,EDLIC-035745,ACTIVE,15-Jun-17,CHURCH OF THE ATONEMENT,data redacted,256 SHELDON AVE  TORONTO ON M8W 4X8 CA,CHURCH OF THE ATONEMENT,"256 SHELDON AVE  TORONTO, ON, M8W 4X8, CA",data redacted
35746,877 YONGE ST  TORONTO M4W 3M2 ON CA,EDLIC-035746,ACTIVE,15-Aug-17,YONGE-ROSEDALE CHARITABLE FOUNDATION,data redacted,877 YONGE ST  TORONTO ON M4W 3M2 CA,YONGE-ROSEDALE CHARITABLE FOUNDATION,"877 YONGE ST  TORONTO, ON, M4W 3M2, CA",data redacted
35747,1140 BAY ST  TORONTO M5S 2B4 ON CA,EDLIC-035747,ACTIVE,15-Mar-17,1140 BAY STREET LIMITED,data redacted,1140 BAY ST 4TH FLOOR TORONTO ON M5S 2Z6 CA,1140 BAY STREET LIMITED,"1140 BAY ST 4TH FLOOR TORONTO, ON, M5S 2Z6, CA",data redacted
35748,6720 GLEN ERIN DR  MISSISSAUGA L5N 3K8 ON CA,EDLIC-035748,ACTIVE,15-Oct-17,PSCC #774,data redacted,C/O MAPLE RIDGE COMMUNITY MANAGEMENT LTD 5753 COOPERS AVE MISSISSAUGA ON L4Z 1R9 CA,PSCC #774,"C/O MAPLE RIDGE COMMUNITY MANAGEMENT LTD 5753 COOPERS AVE MISSISSAUGA, ON, L4Z 1R9, CA",data redacted
35749,6720 GLEN ERIN DR  MISSISSAUGA L5N 3K8 ON CA,EDLIC-035749,ACTIVE,15-Oct-17,PSCC #774,data redacted,C/O MAPLE RIDGE COMMUNITY MANAGEMENT LTD 5753 COOPERS AVE MISSISSAUGA ON L4Z 1R9 CA,PSCC #774,"C/O MAPLE RIDGE COMMUNITY MANAGEMENT LTD 5753 COOPERS AVE MISSISSAUGA, ON, L4Z 1R9, CA",data redacted
3575,325 ARCHIBALD ST S  THUNDER BAY P7E 1G6 ON CA,EDLIC-003575,BY REQUEST,15-Sep-07,MCKELLAR GENERAL HOSPITAL,data redacted,980 OLIVER RD  THUNDER BAY ON P7B 6V4 CA,MCKELLAR GENERAL HOSPITAL,"980 OLIVER RD  THUNDER BAY, ON, P7B 6V4, CA",data redacted
35750,234 LAURIER AVE W  OTTAWA K1P 6K6 ON CA,237978,ACTIVE,12-Nov-17,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,data redacted,141 LAURIER AVE W SUITE 1200 OTTAWA ON K1P 5J3 CA,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,"141 LAURIER AVE W SUITE 1200 OTTAWA, ON, K1P 5J3, CA",data redacted
35751,2 LAMBERTLODGE AVE  TORONTO M6G 3Y9 ON CA,EDLIC-035751,ACTIVE,15-Sep-17,TORONTO COMMUNITY HOUSING CORPORATION,data redacted,35 CARL HALL RD SUITE 4 TORONTO ON M3K 2B6 CA,TORONTO COMMUNITY HOUSING CORPORATION,"35 CARL HALL RD SUITE 4 TORONTO, ON, M3K 2B6, CA",data redacted
35752,77 ELM ST  TORONTO M5G 1H4 ON CA,EDLIC-035752,ACTIVE,15-Sep-17,THE HOSPITAL FOR SICK CHILDREN,data redacted,1 QUEEN ST E SUITE 2200 TORONTO ON M5C 2Z2 CA,THE HOSPITAL FOR SICK CHILDREN,"1 QUEEN ST E SUITE 2200 TORONTO, ON, M5C 2Z2, CA",data redacted
35753,2600 DRAPER AV  OTTAWA K2H 9A9 ON CA,EDLIC-035753,ACTIVE,15-Sep-17,GREENBANK TOWERS,data redacted,366 ELGIN ST  OTTAWA ON K2P 1M8 CA,GREENBANK TOWERS,"366 ELGIN ST  OTTAWA, ON, K2P 1M8, CA",data redacted
35754,2600 DRAPER AV  OTTAWA K2H 9A9 ON CA,EDLIC-035754,ACTIVE,15-Sep-17,GREENBANK TOWERS,data redacted,366 ELGIN ST  OTTAWA ON K2P 1M8 CA,GREENBANK TOWERS,"366 ELGIN ST  OTTAWA, ON, K2P 1M8, CA",data redacted
35755,2600 DRAPER AV  OTTAWA K2H 9A9 ON CA,EDLIC-035755,ACTIVE,15-Sep-17,GREENBANK TOWERS,data redacted,366 ELGIN ST  OTTAWA ON K2P 1M8 CA,GREENBANK TOWERS,"366 ELGIN ST  OTTAWA, ON, K2P 1M8, CA",data redacted
35756,450 NEBO RD  HAMILTON L8W 3P5 ON CA,EDLIC-035756,ACTIVE,15-Nov-17,HORIZON UTILITIES CORPORATION,data redacted,"55 JOHN ST N P O BOX 2249, STN LCD 1 HAMILTON ON L8N 3E4 CA",HORIZON UTILITIES CORPORATION,"55 JOHN ST N P O BOX 2249, STN LCD 1 HAMILTON, ON, L8N 3E4, CA",data redacted
35757,234 LAURIER AVE W  OTTAWA K1P 6K6 ON CA,237975,ACTIVE,12-Nov-17,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,data redacted,141 LAURIER AVE W SUITE 1200 OTTAWA ON K1P 5J3 CA,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,"141 LAURIER AVE W SUITE 1200 OTTAWA, ON, K1P 5J3, CA",data redacted
35758,234 LAURIER AVE W  OTTAWA K1P 6K6 ON CA,237980,ACTIVE,12-Nov-17,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,data redacted,141 LAURIER AVE W SUITE 1200 OTTAWA ON K1P 5J3 CA,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,"141 LAURIER AVE W SUITE 1200 OTTAWA, ON, K1P 5J3, CA",data redacted
35759,234 LAURIER AVE W  OTTAWA K1P 6K6 ON CA,237979,ACTIVE,12-Nov-17,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,data redacted,141 LAURIER AVE W SUITE 1200 OTTAWA ON K1P 5J3 CA,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,"141 LAURIER AVE W SUITE 1200 OTTAWA, ON, K1P 5J3, CA",data redacted
3576,325 ARCHIBALD ST S  THUNDER BAY P7E 1G6 ON CA,EDLIC-003576,BY REQUEST,15-Sep-07,MCKELLAR GENERAL HOSPITAL,data redacted,980 OLIVER RD  THUNDER BAY ON P7B 6V4 CA,MCKELLAR GENERAL HOSPITAL,"980 OLIVER RD  THUNDER BAY, ON, P7B 6V4, CA",data redacted
35760,234 LAURIER AVE W  OTTAWA K1P 6K6 ON CA,237983,ACTIVE,12-Nov-17,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,data redacted,141 LAURIER AVE W SUITE 1200 OTTAWA ON K1P 5J3 CA,GILLIN ENGINEERING AND CONSTRUCTION LIMITED,"141 LAURIER AVE W SUITE 1200 OTTAWA, ON, K1P 5J3, CA",data redacted
35761,547 WALLACE TERR SAULT STE. MARIE P6C 1L9 ON CA,EDLIC-035761,TERMINATED,15-Mar-16,ALGOMA SEAMLESS TUBULARS INC,data redacted,547 WALLACE TERR  SAULT STE MARIE ON P6C 1L9 CA,ALGOMA SEAMLESS TUBULARS INC,"547 WALLACE TERR  SAULT STE MARIE, ON, P6C 1L9, CA",data redacted
35762,21 DON VALLEY PKWY  TORONTO M4M 1B6 ON CA,202490,ACTIVE,26-Nov-17,FIRST GULF DON VALLEY LTD,data redacted,3751 VICTORIA PARK AVE  TORONTO ON M1W 3Z4 CA,FIRST GULF DON VALLEY LTD,"3751 VICTORIA PARK AVE  TORONTO, ON, M1W 3Z4, CA",data redacted
35763,550 QUEEN ST E  TORONTO M5A 1V2 ON CA,EDLIC-035763,ACTIVE,15-Jan-17,QUEEN EAST CENTRE INC C/O WTF MANAGEMENT,data redacted,119 SPADINA AVE Suite 401 TORONTO ON M5V 2L1 CA,QUEEN EAST CENTRE INC C/O WTF MANAGEMENT,"119 SPADINA AVE Suite 401 TORONTO, ON, M5V 2L1, CA",data redacted
35764,550 WESTMOUNT RD W  KITCHENER N2M 5G5 ON CA,207836,ACTIVE,27-Mar-17,TN 550 WESTMOUNT LTD,data redacted,550 WESTMOUNT RD W  KITCHENER ON N2M 5G5 CA,TN 550 WESTMOUNT LTD,"19 LESMILL RD Unit 100 TORONTO, ON, M3B 2T3, CA",data redacted
35766,40 OLD MILL RD  ETOBICOKE M8X 1G7 ON CA,EDLIC-035766,ACTIVE,13-Jun-17,METRO TORONTO CONDO CORP #623,data redacted,8111 YONGE ST SUITE 102  THORNHILL ON L3T 4V9 CA,METRO TORONTO CONDO CORP #623,"8111 YONGE ST SUITE 102  THORNHILL, ON, L3T 4V9, CA",data redacted
35769,11 COLONEL BY DR  OTTAWA K1N 9N4 ON CA,218183,ACTIVE,03-Oct-17,SCG AQUARIUS OTTAWA HOTEL INC,data redacted,11 COLONEL BY DR  OTTAWA ON K1N 9N4 CA,SCG AQUARIUS OTTAWA HOTEL INC,"11 COLONEL BY DR  OTTAWA, ON, K1N 9N4, CA",data redacted
35770,50 OLD MILL RD  ETOBICOKE M8X 1G7 ON CA,200087,ACTIVE,15-Nov-17,METRO TORONTO CONDO CORP #623,data redacted,8111 YONGE ST SUITE 102  THORNHILL ON L3T 4V9 CA,METRO TORONTO CONDO CORP #623,"8111 YONGE ST SUITE 102  THORNHILL, ON, L3T 4V9, CA",data redacted
35771,121 BLOOR ST E  TORONTO M4W 3M5 ON CA,EDLIC-035771,ACTIVE,15-Oct-17,CSREFI CANADA LEASEHOLDS INC C/O COLLIERS INTERNATIONAL,data redacted,160 BLOOR ST E SUITE 905 TORONTO ON M4W 1B9 CA,CSREFI CANADA LEASEHOLDS INC C/O COLLIERS INTERNATIONAL,"160 BLOOR ST E SUITE 905 TORONTO, ON, M4W 1B9, CA",data redacted
35772,121 BLOOR ST E  TORONTO M4W 3M5 ON CA,EDLIC-035772,ACTIVE,15-Nov-17,CSREFI CANADA LEASEHOLDS INC C/O COLLIERS INTERNATIONAL,data redacted,160 BLOOR ST E SUITE 905 TORONTO ON M4W 1B9 CA,CSREFI CANADA LEASEHOLDS INC C/O COLLIERS INTERNATIONAL,"160 BLOOR ST E SUITE 905 TORONTO, ON, M4W 1B9, CA",data redacted
35773,121 BLOOR ST E  TORONTO M4W 3M5 ON CA,EDLIC-035773,ACTIVE,15-Nov-17,CSREFI CANADA LEASEHOLDS INC C/O COLLIERS INTERNATIONAL,data redacted,160 BLOOR ST E SUITE 905 TORONTO ON M4W 1B9 CA,CSREFI CANADA LEASEHOLDS INC C/O COLLIERS INTERNATIONAL,"160 BLOOR ST E SUITE 905 TORONTO, ON, M4W 1B9, CA",data redacted
35774,121 BLOOR ST E  TORONTO M4W 3M5 ON CA,EDLIC-035774,ACTIVE,15-Nov-17,CSREFI CANADA LEASEHOLDS INC C/O COLLIERS INTERNATIONAL,data redacted,160 BLOOR ST E SUITE 905 TORONTO ON M4W 1B9 CA,CSREFI CANADA LEASEHOLDS INC C/O COLLIERS INTERNATIONAL,"160 BLOOR ST E SUITE 905 TORONTO, ON, M4W 1B9, CA",data redacted
35775,8400 WOODBINE AVE  MARKHAM L3R 4N7 ON CA,EDLIC-035775,ACTIVE,15-Sep-17,EMIX LTD,data redacted,1004 EGLINTON AVE W  TORONTO ON M6C 2C5 CA,EMIX LTD,"1004 EGLINTON AVE W  TORONTO, ON, M6C 2C5, CA",data redacted
35776,123 FRONT ST W  TORONTO M5J 2M2 ON CA,EDLIC-035776,ACTIVE,15-Apr-17,OXFORD DEVELOPMENT GROUP INC ATTN: ACCOUNTS PAYABLE,data redacted,200 WELLINGTON ST W BOX 169 TORONTO ON M5V 3C7 CA,OXFORD DEVELOPMENT GROUP INC ATTN: ACCOUNTS PAYABLE,"200 WELLINGTON ST W BOX 169 TORONTO, ON, M5V 3C7, CA",data redacted
35777,4 ROBERT SPECK PKY  MISSISSAUGA L4Z 1S1 ON CA,236728,ACTIVE,16-Sep-17,DESJARDINS FINANCIAL SECURITY LIFE ASSURANCE COMPANY AND ONTARI HOLDINGS LTD,data redacted,4 ROBERT SPECK PARKWAY SUITE 260 MISSISSAUGA ON L4Z 1S1 CA,DESJARDINS FINANCIAL SECURITY LIFE ASSURANCE COMPANY AND ONTARI HOLDINGS LTD,"4 ROBERT SPECK PARKWAY SUITE 260 MISSISSAUGA, ON, L4Z 1S1, CA",data redacted
35778,4 ROBERT SPECK PKY  MISSISSAUGA L4Z 1S1 ON CA,236729,ACTIVE,16-Sep-17,DESJARDINS FINANCIAL SECURITY LIFE ASSURANCE COMPANY AND ONTARI HOLDINGS LTD,data redacted,4 ROBERT SPECK PARKWAY SUITE 260 MISSISSAUGA ON L4Z 1S1 CA,DESJARDINS FINANCIAL SECURITY LIFE ASSURANCE COMPANY AND ONTARI HOLDINGS LTD,"4 ROBERT SPECK PARKWAY SUITE 260 MISSISSAUGA, ON, L4Z 1S1, CA",data redacted
35779,4 ROBERT SPECK PKY  MISSISSAUGA L4Z 1S1 ON CA,236730,ACTIVE,16-Sep-17,DESJARDINS FINANCIAL SECURITY LIFE ASSURANCE COMPANY AND ONTARI HOLDINGS LTD,data redacted,4 ROBERT SPECK PARKWAY SUITE 260 MISSISSAUGA ON L4Z 1S1 CA,DESJARDINS FINANCIAL SECURITY LIFE ASSURANCE COMPANY AND ONTARI HOLDINGS LTD,"4 ROBERT SPECK PARKWAY SUITE 260 MISSISSAUGA, ON, L4Z 1S1, CA",data redacted
